shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
S1D,51.34066,16.82991,115
S1D,51.34087,16.83255,116
S1D,51.34087,16.83273,117
S1D,51.34086,16.83283,118
S1D,51.34086,16.83289,119
S1D,51.34079,16.83337,120
S1D,51.34076,16.83367,121
S1D,51.34076,16.83378,122
S1D,51.34077,16.83387,123
S1D,51.34099,16.83449,124
S1D,51.34187,16.83638,125
S1D,51.34204,16.83681,126
S1D,51.34255,16.83831,127
S1D,51.34255,16.83832,128
S1D,51.34265,16.83864,129
S1D,51.34278,16.83914,130
S1D,51.34288,16.8397,131
S1D,51.3428,16.84185,132
S1D,51.34279,16.84194,133
S1D,51.34276,16.84283,134
S1D,51.34275,16.84285,135
S1D,51.34272,16.8437,136
S1D,51.34267,16.84413,137
S1D,51.34251,16.84517,138
S1D,51.3425,16.84531,139
S1D,51.3425,16.84567,140
S1D,51.34246,16.846,141
S1D,51.34239,16.84642,142
S1D,51.34233,16.84645,143
S1D,51.3423,16.84648,144
S1D,51.34229,16.8465,145
S1D,51.34227,16.84652,146
S1D,51.34222,16.84663,147
S1D,51.34221,16.84668,148
S1D,51.34218,16.84697,149
S1D,51.34218,16.84708,150
S1D,51.34217,16.84712,151
S1D,51.34215,16.84716,152
S1D,51.34193,16.84741,153
S1D,51.34139,16.84793,154
S1D,51.34128,16.84801,155
S1D,51.34108,16.84795,156
S1D,51.34068,16.84778,157
S1D,51.34059,16.84773,158
S1D,51.33988,16.84748,159
S1D,51.33963,16.84743,160
S1D,51.33918,16.84747,161
S1D,51.33886,16.84755,162
S1D,51.33884,16.84755,163
S1D,51.3386,16.8476,164
S1D,51.33822,16.84763,165
S1D,51.33732,16.8478,166
S1D,51.33729,16.8478,167
S1D,51.33715,16.84782,168
S1D,51.33715,16.84783,169
S1D,51.33711,16.84783,170
S1D,51.33675,16.84789,171
S1D,51.3367,16.84789,172
S1D,51.33636,16.84795,173
S1D,51.33586,16.84798,174
S1D,51.33571,16.848,175
S1D,51.33352,16.84816,176
S1D,51.33331,16.84819,177
S1D,51.33315,16.84824,178
S1D,51.33304,16.84829,179
S1D,51.33291,16.84838,180
S1D,51.33289,16.84839,181
S1D,51.33274,16.8485,182
S1D,51.33259,16.84866,183
S1D,51.33258,16.84868,184
S1D,51.33133,16.85021,185
S1D,51.33102,16.85056,186
S1D,51.33069,16.85087,187
S1D,51.33025,16.85138,188
S1D,51.32948,16.85233,189
S1D,51.32944,16.85237,190
S1D,51.32845,16.8536,191
S1D,51.32838,16.85367,192
S1D,51.32826,16.85377,193
S1D,51.32801,16.85385,194
S1D,51.32791,16.85387,195
S1D,51.32779,16.85391,196
S1D,51.32768,16.85398,197
S1D,51.32689,16.85466,198
S1D,51.32655,16.85485,199
S1D,51.3265,16.8549,200
S1D,51.32628,16.85523,201
S1D,51.32616,16.85537,202
S1D,51.32604,16.85547,203
S1D,51.3259,16.85554,204
S1D,51.32495,16.85574,205
S1D,51.32478,16.85573,206
S1D,51.32459,16.85568,207
S1D,51.32458,16.85568,208
S1D,51.32375,16.85544,209
S1D,51.32323,16.85517,210
S1D,51.32208,16.85462,211
S1D,51.32188,16.8545,212
S1D,51.32144,16.8543,213
S1D,51.32106,16.85409,214
S1D,51.32072,16.85383,215
S1D,51.32024,16.85353,216
S1D,51.32009,16.85341,217
S1D,51.32002,16.85334,218
S1D,51.31997,16.85326,219
S1D,51.31996,16.85321,220
S1D,51.31993,16.85316,221
S1D,51.31987,16.85301,222
S1D,51.31966,16.85227,223
S1D,51.31934,16.8513,224
S1D,51.3193,16.8512,225
S1D,51.31927,16.85108,226
S1D,51.31918,16.85087,227
S1D,51.31914,16.8508,228
S1D,51.31909,16.85068,229
S1D,51.31885,16.85021,230
S1D,51.31869,16.84998,231
S1D,51.31855,16.84975,232
S1D,51.31762,16.84861,233
S1D,51.31722,16.84806,234
S1D,51.31639,16.84704,235
S1D,51.31635,16.847,236
S1D,51.31631,16.84694,237
S1D,51.31378,16.84371,238
S1D,51.31377,16.84371,239
S1D,51.31318,16.84305,240
S1D,51.31231,16.84191,241
S1D,51.31198,16.84155,242
S1D,51.30914,16.83877,243
S1D,51.30898,16.83863,244
S1D,51.30898,16.83862,245
S1D,51.30404,16.83427,246
S1D,51.3037,16.83393,247
S1D,51.30319,16.83338,248
S1D,51.3029,16.83311,249
S1D,51.30189,16.83236,250
S1D,51.30152,16.83211,251
S1D,51.30049,16.83154,252
S1D,51.30038,16.83149,253
S1D,51.30033,16.83148,254
S1D,51.30027,16.83146,255
S1D,51.30014,16.83143,256
S1D,51.29957,16.83409,257
S1D,51.29939,16.83461,258
S1D,51.29902,16.83555,259
S1D,51.29893,16.83586,260
S1D,51.29867,16.83741,261
S1D,51.29866,16.83751,262
S1D,51.29859,16.83788,263
S1D,51.29807,16.84017,264
S1D,51.29807,16.84019,265
S1D,51.29768,16.84179,266
S1D,51.29543,16.8492,267
S1D,51.29541,16.84932,268
S1D,51.29539,16.84955,269
S1D,51.29548,16.8563,270
S1D,51.29549,16.85647,271
S1D,51.29549,16.85701,272
S1D,51.29546,16.85758,273
S1D,51.29482,16.86528,274
S1D,51.29482,16.86558,275
S1D,51.29484,16.86583,276
S1D,51.29485,16.86585,277
S1D,51.29489,16.86608,278
S1D,51.29489,16.8661,279
S1D,51.2949,16.86612,280
S1D,51.295,16.86652,281
S1D,51.29593,16.86948,282
S1D,51.29569,16.8695,283
S1D,51.29545,16.86944,284
S1D,51.29485,16.86934,285
S1D,51.29457,16.86927,286
S1D,51.29429,16.86924,287
S1D,51.29378,16.86927,288
S1D,51.29127,16.86963,289
S1D,51.29024,16.86974,290
S1D,51.28966,16.86976,291
S1D,51.28909,16.86975,292
S1D,51.2884,16.86964,293
S1D,51.28839,16.86963,294
S1D,51.28824,16.86961,295
S1D,51.28807,16.86957,296
S1D,51.28793,16.86955,297
S1D,51.28763,16.86943,298
S1D,51.28643,16.86921,299
S1D,51.28592,16.86916,300
S1D,51.28584,16.86914,301
S1D,51.2857,16.86908,302
S1D,51.28557,16.86904,303
S1D,51.28533,16.86889,304
S1D,51.2851,16.86877,305
S1D,51.28458,16.86833,306
S1D,51.28433,16.86817,307
S1D,51.28409,16.8681,308
S1D,51.28394,16.86804,309
S1D,51.28409,16.8681,310
S1D,51.28433,16.86817,311
S1D,51.28458,16.86833,312
S1D,51.2851,16.86877,313
S1D,51.28533,16.86889,314
S1D,51.28557,16.86904,315
S1D,51.2857,16.86908,316
S1D,51.28584,16.86914,317
S1D,51.28592,16.86916,318
S1D,51.28643,16.86921,319
S1D,51.28763,16.86943,320
S1D,51.28793,16.86955,321
S1D,51.28807,16.86957,322
S1D,51.28824,16.86961,323
S1D,51.28839,16.86963,324
S1D,51.2884,16.86964,325
S1D,51.28909,16.86975,326
S1D,51.28966,16.86976,327
S1D,51.29024,16.86974,328
S1D,51.29127,16.86963,329
S1D,51.29378,16.86927,330
S1D,51.29429,16.86924,331
S1D,51.29457,16.86927,332
S1D,51.29485,16.86934,333
S1D,51.29545,16.86944,334
S1D,51.29569,16.8695,335
S1D,51.29593,16.86948,336
S1D,51.29658,16.87094,337
S1D,51.29695,16.87195,338
S1D,51.29703,16.87233,339
S1D,51.2973,16.87477,340
S1D,51.29735,16.87712,341
S1D,51.29734,16.87896,342
S1D,51.29736,16.87935,343
S1D,51.29738,16.87945,344
S1D,51.29738,16.87954,345
S1D,51.29743,16.88004,346
S1D,51.29751,16.88052,347
S1D,51.30046,16.89494,348
S1D,51.30046,16.89495,349
S1D,51.30051,16.89521,350
S1D,51.30051,16.89523,351
S1D,51.30068,16.89613,352
S1D,51.3007,16.8963,353
S1D,51.30071,16.89652,354
S1D,51.30047,16.89947,355
S1D,51.30046,16.9,356
S1D,51.30055,16.90079,357
S1D,51.30067,16.90135,358
S1D,51.3009,16.90205,359
S1D,51.301,16.90227,360
S1D,51.30182,16.90376,361
S1D,51.30146,16.90427,362
S1D,51.3014,16.90437,363
S1D,51.30152,16.90486,364
S1D,51.30165,16.90514,365
S1D,51.30174,16.90541,366
S1D,51.30176,16.90554,367
S1D,51.30174,16.90569,368
S1D,51.30171,16.90583,369
S1D,51.30167,16.90594,370
S1D,51.30164,16.906,371
S1D,51.3016,16.90604,372
S1D,51.30141,16.9062,373
S1D,51.29811,16.90717,374
S1D,51.29743,16.9075,375
S1D,51.29763,16.90792,376
S1D,51.29801,16.9086,377
S1D,51.29856,16.90837,378
S1D,51.29894,16.90832,379
S1D,51.29894,16.90835,380
S1D,51.29895,16.90835,381
S1D,51.29895,16.9084,382
S1D,51.29896,16.9084,383
S1D,51.29896,16.90842,384
S1D,51.29897,16.90842,385
S1D,51.29897,16.90844,386
S1D,51.29898,16.90844,387
S1D,51.29898,16.90845,388
S1D,51.29899,16.90845,389
S1D,51.29899,16.90846,390
S1D,51.299,16.90846,391
S1D,51.299,16.90847,392
S1D,51.29901,16.90847,393
S1D,51.29902,16.90848,394
S1D,51.29906,16.90848,395
S1D,51.29907,16.90847,396
S1D,51.29908,16.90847,397
S1D,51.29908,16.90846,398
S1D,51.29909,16.90846,399
S1D,51.29909,16.90845,400
S1D,51.2991,16.90845,401
S1D,51.2991,16.90844,402
S1D,51.29911,16.90844,403
S1D,51.29911,16.90842,404
S1D,51.29912,16.90842,405
S1D,51.29912,16.9084,406
S1D,51.29913,16.9084,407
S1D,51.29913,16.90836,408
S1D,51.29914,16.90835,409
S1D,51.29914,16.9083,410
S1D,51.29913,16.90829,411
S1D,51.29913,16.90825,412
S1D,51.29912,16.90825,413
S1D,51.29912,16.90823,414
S1D,51.29911,16.90823,415
S1D,51.29911,16.90821,416
S1D,51.2991,16.90821,417
S1D,51.2991,16.9082,418
S1D,51.29909,16.9082,419
S1D,51.29909,16.90819,420
S1D,51.29908,16.90819,421
S1D,51.29908,16.90818,422
S1D,51.29906,16.90818,423
S1D,51.29906,16.90817,424
S1D,51.29902,16.90817,425
S1D,51.29901,16.90818,426
S1D,51.299,16.90818,427
S1D,51.299,16.90819,428
S1D,51.29899,16.90819,429
S1D,51.29899,16.9082,430
S1D,51.29898,16.9082,431
S1D,51.29898,16.90821,432
S1D,51.29897,16.90822,433
S1D,51.29897,16.90823,434
S1D,51.29896,16.90823,435
S1D,51.29896,16.90825,436
S1D,51.29895,16.90826,437
S1D,51.29895,16.9083,438
S1D,51.29894,16.9083,439
S1D,51.29894,16.90832,440
S1D,51.29856,16.90837,441
S1D,51.29801,16.9086,442
S1D,51.29947,16.9112,443
S1D,51.29951,16.91129,444
S1D,51.29952,16.91133,445
S1D,51.29952,16.91138,446
S1D,51.29947,16.91163,447
S1D,51.29969,16.91173,448
S1D,51.29984,16.91182,449
S1D,51.29988,16.91187,450
S1D,51.29995,16.91194,451
S1D,51.30001,16.91202,452
S1D,51.29996,16.91211,453
S1D,51.29991,16.91225,454
S1D,51.29989,16.91233,455
S1D,51.29989,16.91245,456
S1D,51.2998,16.91286,457
S1D,51.29928,16.91565,458
S1D,51.29899,16.91896,459
S1D,51.2989,16.91956,460
S1D,51.29874,16.92038,461
S1D,51.29874,16.9204,462
S1D,51.29864,16.92099,463
S1D,51.29856,16.9216,464
S1D,51.29846,16.9228,465
S1D,51.29834,16.92364,466
S1D,51.29926,16.92381,467
S1D,51.29928,16.92381,468
S1D,51.2994,16.92383,469
S1D,51.29951,16.92383,470
S1D,51.29951,16.92409,471
S1D,51.29962,16.92536,472
S1D,51.29974,16.9254,473
S1D,51.30047,16.92584,474
S1D,51.30106,16.92615,475
S1D,51.30122,16.92625,476
S1D,51.30215,16.92662,477
S1D,51.30231,16.92667,478
S1D,51.30238,16.92673,479
S1D,51.30251,16.92688,480
S1D,51.30257,16.92703,481
S1D,51.30259,16.92713,482
S1D,51.30258,16.92779,483
S1D,51.30268,16.93273,484
S1D,51.30272,16.93294,485
S1D,51.30277,16.93311,486
S1D,51.30284,16.93326,487
S1D,51.303,16.93349,488
S1D,51.3046,16.93535,489
S1D,51.30488,16.93553,490
S1D,51.30553,16.9356,491
S1D,51.30562,16.9356,492
S1D,51.30585,16.93563,493
S1D,51.306,16.9357,494
S1D,51.30614,16.9358,495
S1D,51.30627,16.93594,496
S1D,51.30644,16.93631,497
S1D,51.30645,16.93632,498
S1D,51.30667,16.93688,499
S1D,51.30677,16.93708,500
S1D,51.30694,16.93731,501
S1D,51.30718,16.93754,502
S1D,51.30786,16.93762,503
S1D,51.30848,16.93777,504
S1D,51.3089,16.9379,505
S1D,51.31008,16.93822,506
S1D,51.31043,16.93823,507
S1D,51.31048,16.93821,508
S1D,51.31053,16.93818,509
S1D,51.31064,16.93803,510
S1D,51.31077,16.93778,511
S1D,51.31082,16.93773,512
S1D,51.3109,16.93771,513
S1D,51.31123,16.93772,514
S1D,51.31171,16.93779,515
S1D,51.31197,16.93774,516
S1D,51.31232,16.93778,517
S1D,51.31244,16.93784,518
S1D,51.31257,16.93797,519
S1D,51.31286,16.93834,520
S1D,51.31337,16.93905,521
S1D,51.31381,16.93962,522
S1D,51.3139,16.93968,523
S1D,51.31401,16.93974,524
S1D,51.31406,16.93975,525
S1D,51.31414,16.93978,526
S1D,51.31436,16.93979,527
S1D,51.31476,16.93986,528
S1D,51.3155,16.94016,529
S1D,51.31576,16.9403,530
S1D,51.31597,16.94044,531
S1D,51.31576,16.9403,532
S1D,51.3155,16.94016,533
S1D,51.31476,16.93986,534
S1D,51.31436,16.93979,535
S1D,51.31414,16.93978,536
S1D,51.31406,16.93975,537
S1D,51.31401,16.93974,538
S1D,51.3139,16.93968,539
S1D,51.31381,16.93962,540
S1D,51.31337,16.93905,541
S1D,51.31286,16.93834,542
S1D,51.31257,16.93797,543
S1D,51.31244,16.93784,544
S1D,51.31232,16.93778,545
S1D,51.31197,16.93774,546
S1D,51.31171,16.93779,547
S1D,51.31123,16.93772,548
S1D,51.3109,16.93771,549
S1D,51.31082,16.93773,550
S1D,51.31077,16.93778,551
S1D,51.31064,16.93803,552
S1D,51.31053,16.93818,553
S1D,51.31048,16.93821,554
S1D,51.31043,16.93823,555
S1D,51.31008,16.93822,556
S1D,51.3089,16.9379,557
S1D,51.30848,16.93777,558
S1D,51.30786,16.93762,559
S1D,51.30718,16.93754,560
S1D,51.30694,16.93731,561
S1D,51.30677,16.93708,562
S1D,51.30667,16.93688,563
S1D,51.30645,16.93632,564
S1D,51.30644,16.93631,565
S1D,51.30627,16.93594,566
S1D,51.30614,16.9358,567
S1D,51.306,16.9357,568
S1D,51.30585,16.93563,569
S1D,51.30562,16.9356,570
S1D,51.30553,16.9356,571
S1D,51.30488,16.93553,572
S1D,51.3046,16.93535,573
S1D,51.303,16.93349,574
S1D,51.30284,16.93326,575
S1D,51.30277,16.93311,576
S1D,51.30272,16.93294,577
S1D,51.30268,16.93273,578
S1D,51.30258,16.92779,579
S1D,51.30259,16.92713,580
S1D,51.30257,16.92703,581
S1D,51.30251,16.92688,582
S1D,51.30238,16.92673,583
S1D,51.30231,16.92667,584
S1D,51.30215,16.92662,585
S1D,51.30122,16.92625,586
S1D,51.30106,16.92615,587
S1D,51.30047,16.92584,588
S1D,51.29974,16.9254,589
S1D,51.29962,16.92536,590
S1D,51.29951,16.92409,591
S1D,51.29951,16.92383,592
S1D,51.2994,16.92383,593
S1D,51.29928,16.92381,594
S1D,51.29926,16.92381,595
S1D,51.29834,16.92364,596
S1D,51.29846,16.9228,597
S1D,51.29856,16.9216,598
S1D,51.29864,16.92099,599
S1D,51.29874,16.9204,600
S1D,51.29874,16.92038,601
S1D,51.2989,16.91956,602
S1D,51.29899,16.91896,603
S1D,51.29928,16.91565,604
S1D,51.2998,16.91286,605
S1D,51.29989,16.91245,606
S1D,51.29995,16.91232,607
S1D,51.3,16.91224,608
S1D,51.30002,16.91222,609
S1D,51.30009,16.91217,610
S1D,51.30001,16.91202,611
S1D,51.29995,16.91194,612
S1D,51.29988,16.91187,613
S1D,51.29984,16.91182,614
S1D,51.29978,16.91178,615
S1D,51.29984,16.91149,616
S1D,51.29985,16.9114,617
S1D,51.29985,16.91131,618
S1D,51.29984,16.91124,619
S1D,51.29945,16.90955,620
S1D,51.29913,16.90836,621
S1D,51.29914,16.90835,622
S1D,51.29914,16.9083,623
S1D,51.29913,16.90829,624
S1D,51.29913,16.90825,625
S1D,51.29912,16.90825,626
S1D,51.29912,16.90823,627
S1D,51.29911,16.90823,628
S1D,51.29911,16.90821,629
S1D,51.2991,16.90821,630
S1D,51.2991,16.9082,631
S1D,51.29909,16.9082,632
S1D,51.29909,16.90819,633
S1D,51.29908,16.90819,634
S1D,51.29908,16.90818,635
S1D,51.29906,16.90818,636
S1D,51.29906,16.90817,637
S1D,51.29902,16.90817,638
S1D,51.29901,16.90818,639
S1E,51.29901,16.90818,0
S1E,51.299,16.90818,1
S1E,51.299,16.90819,2
S1E,51.29899,16.90819,3
S1E,51.29899,16.9082,4
S1E,51.29898,16.9082,5
S1E,51.29898,16.90821,6
S1E,51.29897,16.90822,7
S1E,51.29897,16.90823,8
S1E,51.29896,16.90823,9
S1E,51.29896,16.90825,10
S1E,51.29895,16.90826,11
S1E,51.29895,16.9083,12
S1E,51.29894,16.9083,13
S1E,51.29894,16.90832,14
S1E,51.29856,16.90837,15
S1E,51.29801,16.9086,16
S1E,51.29763,16.90792,17
S1E,51.29743,16.9075,18
S1E,51.29811,16.90717,19
S1E,51.30141,16.9062,20
S1E,51.3016,16.90604,21
S1E,51.30164,16.906,22
S1E,51.30167,16.90594,23
S1E,51.30171,16.90583,24
S1E,51.30174,16.90569,25
S1E,51.30176,16.90554,26
S1E,51.30174,16.90541,27
S1E,51.30165,16.90514,28
S1E,51.30152,16.90486,29
S1E,51.3014,16.90437,30
S1E,51.30146,16.90427,31
S1E,51.30182,16.90376,32
S1E,51.301,16.90227,33
S1E,51.3009,16.90205,34
S1E,51.30078,16.90171,35
S1E,51.30067,16.90135,36
S1E,51.30055,16.90079,37
S1E,51.30048,16.90024,38
S1E,51.30046,16.9,39
S1E,51.30047,16.89947,40
S1E,51.30071,16.89652,41
S1E,51.3007,16.8963,42
S1E,51.30068,16.89613,43
S1E,51.30051,16.89523,44
S1E,51.30051,16.89521,45
S1E,51.30046,16.89495,46
S1E,51.30046,16.89494,47
S1E,51.2989,16.88749,48
S1E,51.29751,16.88052,49
S1E,51.29743,16.88004,50
S1E,51.29738,16.87954,51
S1E,51.29738,16.87945,52
S1E,51.29736,16.87935,53
S1E,51.29734,16.87896,54
S1E,51.29735,16.87712,55
S1E,51.2973,16.87477,56
S1E,51.29703,16.87233,57
S1E,51.29695,16.87195,58
S1E,51.29658,16.87094,59
S1E,51.29593,16.86948,60
S1E,51.29569,16.8695,61
S1E,51.29545,16.86944,62
S1E,51.29485,16.86934,63
S1E,51.29457,16.86927,64
S1E,51.29429,16.86924,65
S1E,51.29378,16.86927,66
S1E,51.29127,16.86963,67
S1E,51.29024,16.86974,68
S1E,51.28966,16.86976,69
S1E,51.28909,16.86975,70
S1E,51.2884,16.86964,71
S1E,51.28839,16.86963,72
S1E,51.28824,16.86961,73
S1E,51.28807,16.86957,74
S1E,51.28793,16.86955,75
S1E,51.28763,16.86943,76
S1E,51.28643,16.86921,77
S1E,51.28592,16.86916,78
S1E,51.28584,16.86914,79
S1E,51.2857,16.86908,80
S1E,51.28557,16.86904,81
S1E,51.28533,16.86889,82
S1E,51.2851,16.86877,83
S1E,51.28458,16.86833,84
S1E,51.28433,16.86817,85
S1E,51.28409,16.8681,86
S1E,51.28394,16.86804,87
S1E,51.28409,16.8681,88
S1E,51.28433,16.86817,89
S1E,51.28458,16.86833,90
S1E,51.2851,16.86877,91
S1E,51.28533,16.86889,92
S1E,51.28557,16.86904,93
S1E,51.2857,16.86908,94
S1E,51.28584,16.86914,95
S1E,51.28592,16.86916,96
S1E,51.28643,16.86921,97
S1E,51.28763,16.86943,98
S1E,51.28793,16.86955,99
S1E,51.28807,16.86957,100
S1E,51.28824,16.86961,101
S1E,51.28839,16.86963,102
S1E,51.2884,16.86964,103
S1E,51.28909,16.86975,104
S1E,51.28966,16.86976,105
S1E,51.29024,16.86974,106
S1E,51.29127,16.86963,107
S1E,51.29378,16.86927,108
S1E,51.29429,16.86924,109
S1E,51.29457,16.86927,110
S1E,51.29485,16.86934,111
S1E,51.29545,16.86944,112
S1E,51.29569,16.8695,113
S1E,51.29593,16.86948,114
S1E,51.295,16.86652,115
S1E,51.2949,16.86612,116
S1E,51.29489,16.8661,117
S1E,51.29489,16.86608,118
S1E,51.29485,16.86585,119
S1E,51.29484,16.86583,120
S1E,51.29482,16.86558,121
S1E,51.29482,16.86528,122
S1E,51.29546,16.85758,123
S1E,51.29549,16.85701,124
S1E,51.29549,16.85647,125
S1E,51.29548,16.8563,126
S1E,51.29539,16.84955,127
S1E,51.29541,16.84932,128
S1E,51.29543,16.8492,129
S1E,51.29768,16.84179,130
S1E,51.29807,16.84019,131
S1E,51.29807,16.84017,132
S1E,51.29808,16.84014,133
S1E,51.29864,16.83763,134
S1E,51.29893,16.83586,135
S1E,51.29902,16.83555,136
S1E,51.29939,16.83461,137
S1E,51.29957,16.83409,138
S1E,51.30014,16.83143,139
S1E,51.30027,16.83146,140
S1E,51.30033,16.83148,141
S1E,51.30038,16.83149,142
S1E,51.30049,16.83154,143
S1E,51.30152,16.83211,144
S1E,51.30189,16.83236,145
S1E,51.3029,16.83311,146
S1E,51.30319,16.83338,147
S1E,51.3037,16.83393,148
S1E,51.30404,16.83427,149
S1E,51.30898,16.83862,150
S1E,51.30898,16.83863,151
S1E,51.30914,16.83877,152
S1E,51.31198,16.84155,153
S1E,51.31231,16.84191,154
S1E,51.31318,16.84305,155
S1E,51.31368,16.8436,156
S1E,51.31377,16.84371,157
S1E,51.31378,16.84371,158
S1E,51.31631,16.84694,159
S1E,51.31635,16.847,160
S1E,51.31639,16.84704,161
S1E,51.31722,16.84806,162
S1E,51.31762,16.84861,163
S1E,51.31855,16.84975,164
S1E,51.31869,16.84998,165
S1E,51.31885,16.85021,166
S1E,51.31909,16.85068,167
S1E,51.31914,16.8508,168
S1E,51.31918,16.85087,169
S1E,51.31927,16.85108,170
S1E,51.3193,16.8512,171
S1E,51.31934,16.8513,172
S1E,51.31966,16.85227,173
S1E,51.31987,16.85301,174
S1E,51.31993,16.85316,175
S1E,51.31996,16.85321,176
S1E,51.31997,16.85326,177
S1E,51.32002,16.85334,178
S1E,51.32009,16.85341,179
S1E,51.32024,16.85353,180
S1E,51.32072,16.85383,181
S1E,51.32106,16.85409,182
S1E,51.32144,16.8543,183
S1E,51.32188,16.8545,184
S1E,51.32208,16.85462,185
S1E,51.32323,16.85517,186
S1E,51.32375,16.85544,187
S1E,51.32431,16.85561,188
S1E,51.32458,16.85568,189
S1E,51.32459,16.85568,190
S1E,51.32478,16.85573,191
S1E,51.32495,16.85574,192
S1E,51.32583,16.85555,193
S1E,51.3259,16.85554,194
S1E,51.32604,16.85547,195
S1E,51.32616,16.85537,196
S1E,51.32628,16.85523,197
S1E,51.3265,16.8549,198
S1E,51.32655,16.85485,199
S1E,51.32689,16.85466,200
S1E,51.32711,16.85478,201
S1E,51.32742,16.85505,202
S1E,51.32769,16.85531,203
S1E,51.32791,16.85556,204
S1E,51.32805,16.8557,205
S1E,51.32857,16.85605,206
S1E,51.32929,16.85649,207
S1E,51.33025,16.85732,208
S1E,51.33028,16.85736,209
S1E,51.33066,16.85768,210
S1E,51.33122,16.85808,211
S1E,51.33133,16.85822,212
S1E,51.3316,16.85861,213
S1E,51.33176,16.85888,214
S1E,51.33186,16.85909,215
S1E,51.33204,16.85954,216
S1E,51.33284,16.86196,217
S1E,51.33286,16.86204,218
S1E,51.33293,16.86221,219
S1E,51.33297,16.86233,220
S1E,51.33312,16.86269,221
S1E,51.33313,16.86273,222
S1E,51.33324,16.86291,223
S1E,51.33328,16.86299,224
S1E,51.33387,16.86392,225
S1E,51.33398,16.86415,226
S1E,51.33408,16.8644,227
S1E,51.33433,16.86518,228
S1E,51.33443,16.86536,229
S1E,51.33453,16.86549,230
S1E,51.33476,16.8657,231
S1E,51.33495,16.86583,232
S1E,51.33572,16.86641,233
S1E,51.33583,16.86646,234
S1E,51.33584,16.86646,235
S1E,51.33589,16.86648,236
S1E,51.33604,16.8665,237
S1E,51.33619,16.86647,238
S1E,51.33631,16.86642,239
S1E,51.33636,16.86639,240
S1E,51.33667,16.86624,241
S1E,51.33704,16.86602,242
S1E,51.33728,16.86591,243
S1E,51.33735,16.86589,244
S1E,51.33739,16.86585,245
S1E,51.33741,16.86581,246
S1E,51.33745,16.8657,247
S1E,51.33784,16.86407,248
S1E,51.33828,16.86201,249
S1E,51.33832,16.86175,250
S1E,51.33832,16.86172,251
S1E,51.33834,16.86162,252
S1E,51.33838,16.86117,253
S1E,51.33838,16.86055,254
S1E,51.33861,16.86048,255
S1E,51.33882,16.8604,256
S1E,51.33887,16.86036,257
S1E,51.33888,16.86036,258
S1E,51.34072,16.85926,259
S1E,51.34391,16.85746,260
S1E,51.34415,16.8573,261
S1E,51.34418,16.85729,262
S1E,51.34433,16.85719,263
S1E,51.34448,16.85711,264
S1E,51.34494,16.85683,265
S1E,51.3452,16.85665,266
S1E,51.34594,16.85623,267
S1E,51.34643,16.85592,268
S1E,51.34654,16.85584,269
S1E,51.34666,16.85577,270
S1E,51.34673,16.85574,271
S1E,51.3471,16.85563,272
S1E,51.34739,16.85558,273
S1E,51.34755,16.85558,274
S1E,51.34759,16.85557,275
S1E,51.34803,16.85561,276
S1E,51.3484,16.85569,277
S1E,51.34866,16.85579,278
S1E,51.3487,16.8558,279
S1E,51.34888,16.85589,280
S1E,51.34878,16.85561,281
S1E,51.34873,16.85538,282
S1E,51.34856,16.85474,283
S1E,51.34834,16.85408,284
S1E,51.3481,16.8532,285
S1E,51.34792,16.85234,286
S1E,51.34791,16.85232,287
S1E,51.34786,16.85204,288
S1E,51.34783,16.85193,289
S1E,51.34783,16.8519,290
S1E,51.34764,16.85111,291
S1E,51.34743,16.85046,292
S1E,51.34732,16.85006,293
S1E,51.3473,16.8499,294
S1E,51.3473,16.84985,295
S1E,51.34729,16.84979,296
S1E,51.34733,16.84853,297
S1E,51.3473,16.84835,298
S1E,51.34727,16.84825,299
S1E,51.34722,16.84815,300
S1E,51.34716,16.84807,301
S1E,51.34716,16.84806,302
S1E,51.34705,16.84795,303
S1E,51.34689,16.84786,304
S1E,51.34654,16.84784,305
S1E,51.34495,16.84748,306
S1E,51.34469,16.84745,307
S1E,51.34449,16.84744,308
S1E,51.3444,16.84742,309
S1E,51.34417,16.84734,310
S1E,51.34385,16.84719,311
S1E,51.34359,16.8471,312
S1E,51.34328,16.84696,313
S1E,51.34274,16.84662,314
S1E,51.3426,16.84652,315
S1E,51.34249,16.84646,316
S1E,51.34239,16.84642,317
S1E,51.34246,16.846,318
S1E,51.3425,16.84567,319
S1E,51.3425,16.84531,320
S1E,51.34251,16.84517,321
S1E,51.34267,16.84413,322
S1E,51.34272,16.8437,323
S1E,51.34275,16.84285,324
S1E,51.34276,16.84283,325
S1E,51.34279,16.84194,326
S1E,51.3428,16.84185,327
S1E,51.34288,16.8397,328
S1E,51.34278,16.83914,329
S1E,51.34265,16.83864,330
S1E,51.34255,16.83832,331
S1E,51.34255,16.83831,332
S1E,51.34204,16.83681,333
S1E,51.34187,16.83638,334
S1E,51.34133,16.83519,335
S1E,51.34099,16.83449,336
S1E,51.34077,16.83387,337
S1E,51.34076,16.83378,338
S1E,51.34076,16.83367,339
S1E,51.34079,16.83337,340
S1E,51.34086,16.83289,341
S1E,51.34086,16.83283,342
S1E,51.34087,16.83273,343
S1E,51.34087,16.83255,344
S1E,51.34083,16.83211,345
S1E,51.34083,16.83206,346
S1E,51.34066,16.82991,347
S1E,51.34063,16.82975,348
