trip_id,stop_sequence,stop_id,arrival_time,departure_time
K4B_2,3,123-01,09:04:00,09:04:00
K4B_2,4,124-01,09:05:00,09:05:00
K4B_2,5,125-01,09:06:00,09:06:00
K4B_2,6,126-01,09:07:00,09:07:00
K4B_2,7,127-01,09:08:00,09:08:00
K4B_2,8,128-01,09:09:00,09:09:00
K4B_2,9,129-03,09:10:00,09:10:00
K4B_2,10,141-01,09:12:00,09:12:00
K4B_2,11,142-01,09:13:00,09:13:00
K4B_2,12,143-01,09:15:00,09:15:00
K4B_2,13,142-02,09:16:00,09:16:00
K4B_2,14,141-02,09:17:00,09:17:00
K4B_2,15,129-04,09:18:00,09:18:00
K4B_2,16,140-02,09:19:00,09:19:00
K4B_2,17,139-02,09:20:00,09:20:00
K4B_2,18,138-02,09:21:00,09:21:00
K4B_2,19,137-02,09:22:00,09:22:00
K4B_2,20,136-02,09:23:00,09:23:00
K4B_2,21,135-02,09:24:00,09:24:00
K4B_2,22,134-01,09:25:00,09:25:00
K4B_3,0,110-02,15:00:00,15:00:00
K4B_3,1,109-02,15:01:00,15:01:00
K4B_3,2,122-01,15:03:00,15:03:00
K4B_3,3,123-01,15:04:00,15:04:00
K4B_3,4,124-01,15:05:00,15:05:00
K4B_3,5,125-01,15:06:00,15:06:00
K4B_3,6,126-01,15:07:00,15:07:00
K4B_3,7,127-01,15:08:00,15:08:00
K4B_3,8,128-01,15:09:00,15:09:00
K4B_3,9,129-03,15:10:00,15:10:00
K4B_3,10,141-01,15:12:00,15:12:00
K4B_3,11,142-01,15:13:00,15:13:00
K4B_3,12,143-01,15:15:00,15:15:00
K4B_3,13,142-02,15:16:00,15:16:00
K4B_3,14,141-02,15:17:00,15:17:00
K4B_3,15,129-04,15:18:00,15:18:00
K4B_3,16,140-02,15:19:00,15:19:00
K4B_3,17,139-02,15:20:00,15:20:00
K4B_3,18,138-02,15:21:00,15:21:00
K4B_3,19,137-02,15:22:00,15:22:00
K4B_3,20,136-02,15:23:00,15:23:00
K4B_3,21,135-02,15:24:00,15:24:00
K4B_3,22,134-01,15:25:00,15:25:00
K4B_4,0,110-02,15:30:00,15:30:00
K4B_4,1,109-02,15:31:00,15:31:00
K4B_4,2,122-01,15:33:00,15:33:00
K4B_4,3,123-01,15:34:00,15:34:00
K4B_4,4,124-01,15:35:00,15:35:00
K4B_4,5,125-01,15:36:00,15:36:00
K4B_4,6,126-01,15:37:00,15:37:00
K4B_4,7,127-01,15:38:00,15:38:00
K4B_4,8,128-01,15:39:00,15:39:00
K4B_4,9,129-03,15:40:00,15:40:00
K4B_4,10,141-01,15:42:00,15:42:00
K4B_4,11,142-01,15:43:00,15:43:00
K4B_4,12,143-01,15:45:00,15:45:00
K4B_4,13,142-02,15:46:00,15:46:00
K4B_4,14,141-02,15:47:00,15:47:00
K4B_4,15,129-04,15:48:00,15:48:00
K4B_4,16,140-02,15:49:00,15:49:00
K4B_4,17,139-02,15:50:00,15:50:00
K4B_4,18,138-02,15:51:00,15:51:00
K4B_4,19,137-02,15:52:00,15:52:00
K4B_4,20,136-02,15:53:00,15:53:00
K4B_4,21,135-02,15:54:00,15:54:00
K4B_4,22,134-01,15:55:00,15:55:00
K4B_5,0,110-02,17:10:00,17:10:00
K4B_5,1,109-02,17:11:00,17:11:00
K4B_5,2,122-01,17:13:00,17:13:00
K4B_5,3,123-01,17:14:00,17:14:00
K4B_5,4,124-01,17:15:00,17:15:00
K4B_5,5,125-01,17:16:00,17:16:00
K4B_5,6,126-01,17:17:00,17:17:00
K4B_5,7,127-01,17:18:00,17:18:00
K4B_5,8,128-01,17:19:00,17:19:00
K4B_5,9,129-03,17:20:00,17:20:00
K4B_5,10,141-01,17:22:00,17:22:00
K4B_5,11,142-01,17:23:00,17:23:00
K4B_5,12,143-01,17:25:00,17:25:00
K4B_5,13,142-02,17:26:00,17:26:00
K4B_5,14,141-02,17:27:00,17:27:00
K4B_5,15,129-04,17:28:00,17:28:00
K4B_5,16,140-02,17:29:00,17:29:00
K4B_5,17,139-02,17:30:00,17:30:00
K4B_5,18,138-02,17:31:00,17:31:00
K4B_5,19,137-02,17:32:00,17:32:00
K4B_5,20,136-02,17:33:00,17:33:00
K4B_5,21,135-02,17:34:00,17:34:00
K4B_5,22,134-01,17:35:00,17:35:00
